논문번호,논문제목,논문사번,논문저자,논문게재일,논문게재지
408,Electronic energy and electron transfer processes in photoexcited donor-acceptor dyad and triad molecular systems based on triphenylene and perylene diimide units,01057,"우제흔,K. J. Lee,E. Kim,A. Barsella,F. Mathevet,L. Mager,J. W. Wu,A. D’Ale´o,J.-C. Ribierre,Y. Xiao,X. Su,L. M. Mazur,A.-J. Attias,F. Fages,O. Cregut",2016-02-19,PHYSICAL CHEMISTRY CHEMICAL PHYSICS
409,Electronic Structures of Strained InAs_xP_(1-x) by Density Functional Theory,00883,"이승미,김민영,김영헌",2018-09-30,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY
410,Electrospun Cobalt-Doped MoS2 Nanofibers for Electrocatalytic Hydrogen Evolution,01068,"박선화,Youngwoo Rheem,Yosep Han,Kyu-Hwan Lee,Sung-Mook Choi,Nosang V. Myung",2019-08-29,JOURNAL OF THE ELECTROCHEMICAL SOCIETY
411,Electrospun Hybrid MoS2 Nanofibers for High-Efficiency Electrocatalytic Hydrogen Evolution Reaction,01068,"박선화,Youngwoo Rheem,Sooyoun Yu,Kyu-Hwan Lee,Myung V. Nosang",2020-04-15,JOURNAL OF THE ELECTROCHEMICAL SOCIETY
412,Emergence of stationary many-body entanglement in drivendissipative Rydberg lattice gases,01166,"이선경,조재윤,최경수",2015-11-24,NEW JOURNAL OF PHYSICS
413,EMP방호시설의 차폐효과감시 시스템,00518,"이주광,원성호,한순갑,박재현",2017-05-01,전자파기술
414,Energy Based Source Location by Using Acoustic Emission for Damage Detection in Steel and Composite CNG Tank,00509,"김일식,한병희,박춘수,윤동진",2015-10-31,비파괴검사학회지 (Journal of the Korea Society for Nondestructive Testing)
415,Energy dissipation in van der Waals 2D devices,00983,"Zhun-Yong Ong,배명호",2019-06-06,2D MATERIALS
416,Energy dissipation mechanism revealed by spatially resolved Raman thermometry of graphene/hexagonal boron nitride heterostructure devices,00983,"김대희,김한울,윤완수,Kenji Wata,Takashi Taniguchi4,노희석,배명호",2018-02-12,2D MATERIALS
417,Energy level alignment of dipolar interface layer in organic and hybrid perovskite solar cells,01128,"임경근,안소영,이태우",2018-05-05,Journal of Materials Chemistry C
418,Enhanced performance in capacitive force sensors using carbon nanotube/polydimethylsiloxane nanocomposites with high dielectric properties,00809,"장혜영,윤형석,고영표,최재유,이상수,전인수,김종호,김희숙",2016-03-14,NANOSCALE
419,Enhanced sensitivity of distributed-temperature sensor with Al-coated fiber based on OFDR,00793,"권용석,나임 쿠람,전민용,권일범",2019-03-01,OPTICAL FIBER TECHNOLOGY
420,Enhancement of heat exchange using On-chip engineered heat sinks,09008,정연욱,2017-12-31,Progress in Superconductivity and Cryogenics
421,Enhancement of the crystallinity of barium titanate by using a uniform barium-carbonate surface coating,00999,"정낙관,윤주영,김진태,박지호",2017-05-13,Journal of the Korean Physical Society
422,Enrichment Strategies for Identification and Characterization of Phosphoproteome,01047,"이선영,강덕진,홍종기",2015-07-01,Mass Spectrometry letters
423,Environment hydrogen embrittlement of pipeline steel X70 under various gas mixture conditions with in situ small punch tests,00563,"투안,박종서,김우식,백운봉,남승훈",2020-03-13,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROST
424,ESR detection of optically-induced hyperpolarization of nitrogen vacancy centers in diamond,01071,"심정현,안민기,김기웅,오상원,정근홍",2020-03-20,Journal of the Korean Magnetic Resonance Society
425,Establishment of KRISS watt balance system to have high uniformity performance,01121,"김명현,김동민,우병칠,하도경,이성욱,박형순,김진희,이광철",2017-07-01,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING
426,Estimating functional connectivity using 2D tangential components in MEG sensor space,00930,"김민영,권혁찬,임상현,이용호,김지웅,김기웅",2016-01-15,Journal of Neuroscience Methods
427,Estimation of Spatial Channel Model in a Wireless Ultra-Wide-Area Backhaul Network using the Deterministic Ray Tube Method,01136,"윤달재,김영담,정인일,정해원,강훈",2019-08-01,ADV ELECTR COMPUT EN
428,Evaluating Cell Death Using Cell-Free Supernatant of Probiotics in Three-Dimensional Spheroid Cultures of Colorectal Cancer Cells,01122,"이진아,Joo-Eun Lee,김세일,강덕진,유희민",2020-06-13,Journal of Visualized Experiments
429,Evaluating the reliability of the cylinder liner of a low-speed marine engine subjected to high-cycle fatigue with high mean stress,00953,"이정환,장동원,홍성구,이순복",2017-04-01,Journal of Mechanical Science and Technology
430,Evaluation Method for Fieldlike-Torque Efficiency by Modulation of the Resonance Field,00752,"김창수,김동석,전병선,문경웅,황찬용",2018-05-24,Physical Review Applied
431,Evaluation Method for Fieldlike-Torque Efficiency by Modulation of the Resonance Field,00749,"김창수,김동석,전병선,문경웅,황찬용",2018-05-24,Physical Review Applied
432,Evaluation of a monochromator with double cylindrical lenses for electron microscopy,01037,오가와 타카시,2019-12-30,INT J MOD PHYS A
433,Evaluation of abundance of artificial radionuclides in food products in South Korea and sources,00892,"이상한,여인영,윤주용,임종명,오정석,이경범,이종만,황상훈,이민기,권은희,김철수,최인희",2018-04-01,Journal of Environmental Radioactivity
434,Evaluation of carbon nanotube probes in critical dimension atomic force microscopes,00741,"최진호,박병천,안상정,김달현,류준,Ronald G.,Ndubuisi G,Joseph Fu,Theodore V",2016-07-01,J MICRO-NANOLITH MEM
435,"Evaluation of Co-C, Ni-C, Re-C and δ(MoC)-C Fixed Points Fabricated at KRISS",00990,"압달라,Saber,유용심,Soliman,김봉학,임선도",2018-04-11,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING
436,Evaluation of Daily Jump Compensation Methods for GPS Carrier Phase Data,00833,"이영규,양성훈,이창복,이종구",2015-04-01,"JOURNAL OF POSITIONING, NAVIGATION AND TIMING"
437,Evaluation of electron optics with an offset cylindrical lens: Application to a monochromator or energy analyzer,01037,"오가와 타카시,타카이 요시조",2018-05-01,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B
438,Evaluation of Lateral Resolution for Confocal Raman Microscopy Using Gold Nano-lines Made by Electron Beam Lithography,01002,"박재성,김정용,권혁상",2020-01-01,BULLETIN OF THE KOREAN CHEMICAL SOCIETY
439,Evaluation of Lateral Resolution for Confocal Raman Microscopy Using Gold Nano-lines Made by Electron Beam Lithography,01067,"박재성,김정용,권혁상",2020-01-01,BULLETIN OF THE KOREAN CHEMICAL SOCIETY
440,Evaluation of performance enhancement on CRLB of CAF under multiple emitters,00833,"이영규,양성훈,이창복,이종구,황상욱",2016-02-04,ELECTRONICS LETTERS
441,Evaluation of proficiency and improvement of accuracy on the analysis of brominated flame retardants (PBDEs) in ABS polymer,00691,"유제훈,김달호",2015-12-31,분석과학 (ANALYTICAL SCIENCE & TECHNOLOGY)
442,Evaluation of radiosonde humidity sensors at low temperature using ultralow-temperature humidity chamber,00689,"최병일,이상욱,우상봉,김종철,김용규,양승구",2018-08-23,Advances in Science and Research
443,Evolution of atomic structure in Al75Cu25 liquid from experimental and ab initio molecular dynamics simulation studies,00926,"유한별,전상호,이근우",2015-01-28,JOURNAL OF PHYSICS CONDENSED MATTER
444,Evolution of electron temperature in inductively coupled plasma,01097,"이효창,서병훈,권득철,김정형,성대진,오승주,정진욱,유광호,신채호",2017-01-06,APPLIED PHYSICS LETTERS
445,Evolution of mechanically formed bow due to surface waviness and residual stress difference on sapphire (0001) substrate,01116,"송승우,정인영,최민혁,유현웅,김창수",2019-07-01,Journal of Materials Processing Technology
446,Exact Matrix-matching Calibration by Standard Addition-Isotope Dilution-Liquid Chromatography/Mass Spectrometry for the Accurate Determination of Chloramphenicol in Infant Formula,00862,"안성희,김보미,백송이,요시 아리스티아완,김정권,김병주",2017-08-01,Bulletin of the Korean Chemical Society
447,Existence of in-Plane Magnetic Skyrmion and its Motion under Current Flow,01070,"문경웅,윤정범,김창수,황찬용",2019-12-24,Physical Review Applied
448,Experimental and computational investigations of the effect of the electrode gap on capacitively coupled radio frequency oxygen discharges,01097,"유광호,J. Schulze,A. Derzsi,Z. Donk,염희중,김정형,성대진,이효창",2019-01-01,PHYSICS OF PLASMAS
449,Experimental and numerical investigations of the factors affecting the S-type Pitot tube coefficients,00961,"강웅,응엔도안창,이생희,최해만,심재식,장희수,최용문",2015-06-15,FLOW MEAS INSTRUM
450,Experimental demonstration of four-dimensional photonic spatial entanglement between multi-core optical fibres,00869,"이희정,최상경,박희수",2017-12-01,SCIENTIFIC REPORTS
451,Experimental method for measuring color appearance shifts in high-dynamic-range luminance conditions,00922,"황지수,홍예진,이동훈,곽영신,박성종,유재근,채영주",2019-11-01,Journal of the Optical Society of America A
452,Extended electronic structure inhomogeneity created by double chain layer defects surrounding columnar tracks in heavy-ion irradiated YBa2Cu3O7-delta,01126,"권지환,Jian-Min Zuo",2018-08-31,Superconductor science and technology
453,Extension of Humidity Standards to -105 C Frost,00689,"최병일,이상욱,김종철,우상봉",2015-08-02,Internation Journal of Thermophysics
454,Extracellular matrix permeability/efficacy assay tip (E-PAT) to realize three-dimensional cell-based screening,01094,"최재원,배송화,곽민정,이태걸,허민범,이동우",2020-07-22,SENSORS AND ACTUATORS B-CHEMICAL
455,Fabrication and characterization of InAs/InGaAs sub-monolayer quantum dot solar cell with dot-in-a-well structure,00860,"한임식,김준오,노삼규,이상준",2016-03-03,Current Applied Physics
456,Fabrication and statistical characterization of Nb SQUID sensors for multichannel SQUID system,01158,"김보경,유권규,김진목,권혁찬,이상길,이용호",2020-12-30,Progress in Superconductivity and Cryogenics
457,Fabrication of a current transformer test set calibrator and its applications,00814,"이영섭,정재갑,김규태",2015-07-16,MEASUREMENT SCIENCE AND TECHNOLOGY
458,Fabrication of a mini multi-fixed-point cell for the calibration of industrial platinum resistance thermometers,00754,"Monalisa R,이영희,김용규",2017-06-19,MEASUREMENT SCIENCE AND TECHNOLOGY
459,Fabrication of a trimer/single atom tip for gas field ion sources by means of field evaporation without tip heating,01000,"김광일,김영헌,오가와 타카시,최수지,조복래,안상정,박인용",2018-09-01,ULTRAMICROSCOPY
460,Fabrication of Capacitor-Resistor Bank for Calibrating Commercial Capacitance and tan δ Measuring Bridges,00814,"정재갑,외부,이영섭,김규태",2015-06-01,IEEE T INSTRUM MEAS
461,Fabrication of Capacitor-Resistor Bank for Calibrating Commercial Capacitance and tan δ Measuring Bridges,00649,"정재갑,외부,이영섭,김규태",2015-06-01,IEEE T INSTRUM MEAS
462,Fabrication of size-controlled linoleic acid particles and evaluation of their in-vitro lipotoxicity,00928,"이은수,김세화",2017-02-01,FOOD AND CHEMICAL TOXICOLOGY
463,Fabry-Perot cavity resonance enabling highly polarization-sensitive double-layer gold grating,01142,"황제환,오보람,김영호,Jiangfeng Zhou,구자현,이상준,Sinhara Silva,김준오,David A. Czaplewski,류종은,김은규,Augustine Urbas",2018-12-01,SCIENTIFIC REPORTS
464,"Facile one-step construction of covalently networked, self-healable, and transparent superhydrophobic composite films",01039,"이유진,유은아,하영근",2018-07-01,APPLIED SURFACE SCIENCE
465,Facile synthesis and direct characterization of surface-charge-controlled magnetic iron oxide nanoparticles and their role in gene transfection in human leukemic T cell,00816,"나희경,손진경,김현홍,박종남,이태걸",2019-07-31,APPLIED SURFACE SCIENCE
466,Facile synthesis and direct characterization of surface-charge-controlled magnetic iron oxide nanoparticles and their role in gene transfection in human leukemic T cell,01104,"나희경,손진경,김현홍,박종남,이태걸",2019-07-31,APPLIED SURFACE SCIENCE
467,Facile synthesis of Au-graphene nanocomposite for the selective determination of dopamine,01072,"곽민정,이소희,김동원,박승근,박원철",2016-09-01,J ELECTROANAL CHEM
468,Failure Analysis of End Grain Attack and Pit Corrosion in 316L Stainless Steel Pipe,00779,"백운봉,최병학,이진희,심종헌,김의수,남승훈",2015-01-01,KOREAN JOURNAL OF METALS AND MATERIALS
469,Fast Screening of Harmful Disinfectants in Household Products via Low-Temperature Plasma Ionization-Mass Spectrometry,00812,"이형준,권기량,임용현",2017-06-30,Mass Spectrometry letters
470,Feasibility of cascaded multi-dithering technique for coherent addition of a large number of beam elements,01101,"안희경,공홍진",2016-05-20,APPLIED OPTICS
471,Feasibility Study for the Evaluation of Chicken Meat Storage Time Using Surface Acoustic Wave Sensor,00810,"김건우,조병관,오상협,김기복",2020-12-01,바이오시스템공학 = Journal of Biosystems Engineering
472,Field Uniformity and Correlation Coefficient Analysis of KRISS Reverberation Chamber,00876,"아디티아 누르 박티,강노원,권재용",2018-11-02,IEICE T COMMUN
473,Field-calibrated magneto-optic sensor based on off-axis optical probing of intense magnetic fields,00954,"김석,홍영표,김영균,이동준",2017-02-20,APPLIED OPTICS
474,Field-curvature correction according to the curvature of a CMOS image-sensor using air-gap optimization,00895,"권종훈,이혁교,김영식,이윤우",2015-12-25,Journal of the Optical Society of Korea
475,Final report for international comparison APMP.QM-S12: BTEX in nitrogen at 100 nmol/mol,00946,"이상일,강지환,김용두,김달호",2020-08-31,METROLOGIA Tech. Suppl
1,[100] Directional alignment of Ni-based single- crystal superalloys to measure orientation and accurate misfit between γ and γ’ phases via high-resolution X-ray diffraction,01116,"정인영,도정현,김창수,송승우",2020-04-25,Journal of Alloys and Compounds
2,0 °C 이하 적외선 복사온도계 교정장치 구축,00688,"유용심,김봉학",2018-04-25,한국광학회지
